"week","cell","split","group_num","cell_idx","feature_status","lifetime_weeks_EOL70"
"7","G5C3","train","5","3","ok","16.292"
"7","G5C4","train","5","4","ok","8.218"
"7","G50C1","fine_tune","50","1","ok","24.385"
"7","G50C2","fine_tune","50","2","ok","17.418"
"7","G50C3","test","50","3","ok","32.966"
"7","G50C4","test","50","4","ok","24.483"
"7","G51C1","train","51","1","ok","11.444"
"7","G51C2","train","51","2","ok","13.426"
"7","G51C3","train","51","3","ok","10.77"
"7","G51C4","train","51","4","ok","12.155"
"7","G52C1","train","52","1","ok","17.272"
"7","G52C2","train","52","2","ok","14.085"
"7","G52C3","train","52","3","ok","14.658"
"7","G52C4","train","52","4","ok","17.299"
"7","G53C4","train","53","4","ok","10.766"
"7","G54C1","fine_tune","54","1","ok","26.179"
"7","G54C2","fine_tune","54","2","ok","29.502"
"7","G54C3","test","54","3","ok","28.735"
"7","G54C4","test","54","4","ok","25.247"
"7","G55C1","train","55","1","ok","13.271"
"7","G55C2","train","55","2","ok","12.901"
"7","G55C3","train","55","3","ok","12.413"
"7","G55C4","train","55","4","ok","12.373"
"7","G56C1","train","56","1","ok","22.031"
"7","G56C2","train","56","2","ok","20.44"
"7","G56C3","train","56","3","ok","15.793"
"7","G56C4","train","56","4","ok","17.047"
"7","G57C3","fine_tune","57","3","ok","37.507"
"7","G58C1","train","58","1","ok","27.413"
"7","G58C2","train","58","2","ok","14.008"
"7","G58C3","train","58","3","ok","17.241"
"7","G58C4","train","58","4","ok","18.974"
"7","G59C1","fine_tune","59","1","ok","30.067"
"7","G59C2","fine_tune","59","2","ok","27.044"
"7","G59C3","test","59","3","ok","22.432"
"7","G59C4","test","59","4","ok","24.134"
"7","G6C1","fine_tune","6","1","ok","35.971"
"7","G6C2","fine_tune","6","2","ok","45.678"
"7","G6C4","test","6","4","ok","38.443"
"7","G60C1","train","60","1","ok","13.048"
"7","G60C2","train","60","2","ok","11.489"
"7","G60C3","train","60","3","ok","8.615"
"7","G60C4","train","60","4","ok","9.905"
"7","G61C2","train","61","2","ok","14.086"
"7","G61C3","train","61","3","ok","8.528"
"7","G61C4","train","61","4","ok","13.197"
"7","G62C1","train","62","1","ok","15.757"
"7","G62C2","train","62","2","ok","11.8"
"7","G62C3","train","62","3","ok","12.229"
"7","G62C4","train","62","4","ok","7.807"
"7","G63C1","train","63","1","ok","7.694"
"7","G63C2","train","63","2","ok","7.662"
"7","G63C3","train","63","3","ok","11.051"
"7","G63C4","train","63","4","ok","15.09"
"7","G64C1","train","64","1","ok","7.6"
"7","G64C3","train","64","3","ok","8.903"
"7","G64C4","train","64","4","ok","10.016"
"7","G7C1","fine_tune","7","1","ok","22.278"
"7","G7C2","fine_tune","7","2","ok","22.74"
"7","G7C3","test","7","3","ok","37.359"
"7","G7C4","test","7","4","ok","26.862"
"7","G8C1","train","8","1","ok","12.666"
"7","G8C2","train","8","2","ok","15.549"
"7","G8C3","train","8","3","ok","23.045"
"7","G8C4","train","8","4","ok","21.183"
"7","G9C3","train","9","3","ok","7.948"
"8","G1C1","fine_tune","1","1","ok","48.923"
"8","G1C4","test","1","4","ok","32.002"
"8","G10C1","train","10","1","ok","15.384"
"8","G10C2","train","10","2","ok","20.239"
"8","G10C3","train","10","3","ok","14.274"
"8","G10C4","train","10","4","ok","26.019"
"8","G12C1","train","12","1","ok","17.066"
"8","G12C2","train","12","2","ok","9.775"
"8","G12C3","train","12","3","ok","18.249"
"8","G12C4","train","12","4","ok","23.482"
"8","G13C1","train","13","1","ok","13.4"
"8","G13C2","train","13","2","ok","19.816"
"8","G13C3","train","13","3","ok","14.673"
"8","G13C4","train","13","4","ok","12.518"
"8","G16C1","train","16","1","ok","15.427"
"8","G16C2","train","16","2","ok","16.803"
"8","G16C3","train","16","3","ok","16.469"
"8","G16C4","train","16","4","ok","15.966"
"8","G17C1","train","17","1","ok","17.693"
"8","G17C2","train","17","2","ok","17.931"
"8","G17C3","train","17","3","ok","20.163"
"8","G17C4","train","17","4","ok","15.718"
"8","G18C2","fine_tune","18","2","ok","21.392"
"8","G18C3","fine_tune","18","3","ok","21.186"
"8","G18C4","test","18","4","ok","18.14"
"8","G19C1","train","19","1","ok","10.322"
"8","G19C2","train","19","2","ok","7.869"
"8","G19C3","train","19","3","ok","12.207"
"8","G2C1","fine_tune","2","1","ok","24.14"
"8","G2C2","fine_tune","2","2","ok","27.994"
"8","G2C3","test","2","3","ok","28.308"
"8","G2C4","test","2","4","ok","26.452"
"8","G20C3","train","20","3","ok","14.895"
"8","G20C4","train","20","4","ok","15.71"
"8","G21C1","train","21","1","ok","10.91"
"8","G21C2","train","21","2","ok","16.85"
"8","G21C3","train","21","3","ok","13.414"
"8","G21C4","train","21","4","ok","12.086"
"8","G22C1","train","22","1","ok","11.055"
"8","G22C3","train","22","3","ok","11.52"
"8","G22C4","train","22","4","ok","9.774"
"8","G23C1","train","23","1","ok","10.813"
"8","G23C2","train","23","2","ok","12.173"
"8","G23C3","train","23","3","ok","9.822"
"8","G23C4","train","23","4","ok","11.846"
"8","G24C1","train","24","1","ok","10.761"
"8","G24C2","train","24","2","ok","12.274"
"8","G24C3","train","24","3","ok","9.256"
"8","G24C4","train","24","4","ok","9.654"
"8","G25C1","train","25","1","ok","12.79"
"8","G25C2","train","25","2","ok","14.451"
"8","G25C3","train","25","3","ok","16.659"
"8","G25C4","train","25","4","ok","30.738"
"8","G26C1","fine_tune","26","1","ok","31.118"
"8","G26C2","test","26","2","ok","48.281"
"8","G26C4","test","26","4","ok","40.243"
"8","G27C1","train","27","1","ok","18.449"
"8","G27C2","train","27","2","ok","15.953"
"8","G27C3","train","27","3","ok","12.384"
"8","G27C4","train","27","4","ok","13.647"
"8","G28C1","train","28","1","ok","8.349"
"8","G28C2","train","28","2","ok","10.765"
"8","G28C3","train","28","3","ok","11.027"
"8","G29C1","train","29","1","ok","12.126"
"8","G29C2","train","29","2","ok","19.339"
"8","G29C3","train","29","3","ok","16.067"
"8","G29C4","train","29","4","ok","12.938"
"8","G3C1","fine_tune","3","1","ok","31.809"
"8","G3C2","fine_tune","3","2","ok","18.54"
"8","G3C3","test","3","3","ok","26.853"
"8","G3C4","test","3","4","ok","18.319"
"8","G30C1","train","30","1","ok","10.348"
"8","G30C2","train","30","2","ok","14.36"
"8","G30C3","train","30","3","ok","18.651"
"8","G30C4","train","30","4","ok","10.181"
"8","G31C1","train","31","1","ok","14.754"
"8","G31C2","train","31","2","ok","10.743"
"8","G31C3","train","31","3","ok","11.97"
"8","G31C4","train","31","4","ok","10.083"
"8","G32C1","train","32","1","ok","20.544"
"8","G32C2","train","32","2","ok","16.929"
"8","G32C3","train","32","3","ok","18.384"
"8","G32C4","train","32","4","ok","19.252"
"8","G33C1","train","33","1","ok","19.618"
"8","G33C2","train","33","2","ok","16.815"
"8","G33C3","train","33","3","ok","24.898"
"8","G33C4","train","33","4","ok","17.005"
"8","G34C1","fine_tune","34","1","ok","23.468"
"8","G34C2","fine_tune","34","2","ok","26.158"
"8","G34C3","test","34","3","ok","19.617"
"8","G34C4","test","34","4","ok","21.951"
"8","G35C1","train","35","1","ok","14.67"
"8","G35C3","train","35","3","ok","10.942"
"8","G35C4","train","35","4","ok","9.499"
"8","G36C1","train","36","1","ok","11.512"
"8","G36C2","train","36","2","ok","12.623"
"8","G36C3","train","36","3","ok","12.576"
"8","G37C1","train","37","1","ok","18.872"
"8","G37C2","train","37","2","ok","17.315"
"8","G37C3","train","37","3","ok","15.588"
"8","G37C4","train","37","4","ok","13.103"
"8","G38C1","train","38","1","ok","8.817"
"8","G38C2","train","38","2","ok","8.626"
"8","G38C3","train","38","3","ok","13.15"
"8","G38C4","train","38","4","ok","12.263"
"8","G39C1","train","39","1","ok","11.547"
"8","G39C2","train","39","2","ok","11.797"
"8","G39C3","train","39","3","ok","10.832"
"8","G39C4","train","39","4","ok","12.241"
"8","G4C1","fine_tune","4","1","ok","26.386"
"8","G4C2","fine_tune","4","2","ok","27.237"
"8","G4C3","test","4","3","ok","30.93"
"8","G4C4","test","4","4","ok","22.88"
"8","G40C1","fine_tune","40","1","ok","31.125"
"8","G40C2","fine_tune","40","2","ok","28.422"
"8","G40C3","test","40","3","ok","28.488"
"8","G40C4","test","40","4","ok","27.979"
"8","G41C1","train","41","1","ok","17.001"
"8","G41C2","train","41","2","ok","13.109"
"8","G41C3","train","41","3","ok","14.77"
"8","G41C4","train","41","4","ok","13.57"
"8","G42C1","fine_tune","42","1","ok","18.706"
"8","G42C2","fine_tune","42","2","ok","22.049"
"8","G42C3","test","42","3","ok","15.626"
"8","G42C4","test","42","4","ok","28.212"
"8","G43C1","fine_tune","43","1","ok","21.231"
"8","G43C2","fine_tune","43","2","ok","18.174"
"8","G43C3","test","43","3","ok","23.796"
"8","G43C4","test","43","4","ok","19.105"
"8","G44C1","fine_tune","44","1","ok","13.902"
"8","G44C2","fine_tune","44","2","ok","20.789"
"8","G44C3","test","44","3","ok","27.975"
"8","G44C4","test","44","4","ok","23.72"
"8","G45C1","train","45","1","ok","8.662"
"8","G45C2","train","45","2","ok","7.356"
"8","G45C3","train","45","3","ok","8.251"
"8","G45C4","train","45","4","ok","9.686"
"8","G46C1","train","46","1","ok","9.894"
"8","G46C2","train","46","2","ok","10.042"
"8","G46C4","train","46","4","ok","9.132"
"8","G47C1","train","47","1","ok","9.823"
"8","G47C2","train","47","2","ok","15.604"
"8","G47C3","train","47","3","ok","12.228"
"8","G47C4","train","47","4","ok","10.211"
"8","G48C1","train","48","1","ok","9.952"
"8","G48C2","train","48","2","ok","8.749"
"8","G48C3","train","48","3","ok","12.141"
"8","G48C4","train","48","4","ok","8.576"
"8","G49C1","fine_tune","49","1","ok","38.11"
"8","G49C2","fine_tune","49","2","ok","36.746"
"8","G49C3","test","49","3","ok","38.013"
"8","G49C4","test","49","4","ok","33.953"
"8","G5C1","train","5","1","ok","12.58"
"8","G5C2","train","5","2","ok","12.834"
"8","G5C3","train","5","3","ok","16.292"
"8","G50C1","fine_tune","50","1","ok","24.385"
"8","G50C2","fine_tune","50","2","ok","17.418"
"8","G50C3","test","50","3","ok","32.966"
"8","G50C4","test","50","4","ok","24.483"
"8","G51C1","train","51","1","ok","11.444"
"8","G51C2","train","51","2","ok","13.426"
"8","G51C3","train","51","3","ok","10.77"
"8","G51C4","train","51","4","ok","12.155"
"8","G52C1","train","52","1","ok","17.272"
"8","G52C2","train","52","2","ok","14.085"
"8","G52C3","train","52","3","ok","14.658"
"8","G52C4","train","52","4","ok","17.299"
"8","G53C4","train","53","4","ok","10.766"
"8","G54C1","fine_tune","54","1","ok","26.179"
"8","G54C2","fine_tune","54","2","ok","29.502"
"8","G54C3","test","54","3","ok","28.735"
"8","G54C4","test","54","4","ok","25.247"
"8","G55C1","train","55","1","ok","13.271"
"8","G55C2","train","55","2","ok","12.901"
"8","G55C3","train","55","3","ok","12.413"
"8","G55C4","train","55","4","ok","12.373"
"8","G56C1","train","56","1","ok","22.031"
"8","G56C2","train","56","2","ok","20.44"
"8","G56C3","train","56","3","ok","15.793"
"8","G56C4","train","56","4","ok","17.047"
"8","G57C3","fine_tune","57","3","ok","37.507"
"8","G58C1","train","58","1","ok","27.413"
"8","G58C2","train","58","2","ok","14.008"
"8","G58C3","train","58","3","ok","17.241"
"8","G58C4","train","58","4","ok","18.974"
"8","G59C1","fine_tune","59","1","ok","30.067"
"8","G59C2","fine_tune","59","2","ok","27.044"
"8","G59C3","test","59","3","ok","22.432"
"8","G59C4","test","59","4","ok","24.134"
"8","G6C1","fine_tune","6","1","ok","35.971"
"8","G6C2","fine_tune","6","2","ok","45.678"
"8","G6C4","test","6","4","ok","38.443"
"8","G60C1","train","60","1","ok","13.048"
"8","G60C2","train","60","2","ok","11.489"
"8","G60C3","train","60","3","ok","8.615"
"8","G60C4","train","60","4","ok","9.905"
"8","G61C2","train","61","2","ok","14.086"
"8","G61C3","train","61","3","ok","8.528"
"8","G61C4","train","61","4","ok","13.197"
"8","G62C1","train","62","1","ok","15.757"
"8","G62C2","train","62","2","ok","11.8"
"8","G62C3","train","62","3","ok","12.229"
"8","G62C4","train","62","4","ok","7.807"
"8","G63C1","train","63","1","ok","7.694"
"8","G63C2","train","63","2","ok","7.662"
"8","G63C3","train","63","3","ok","11.051"
"8","G63C4","train","63","4","ok","15.09"
"8","G64C3","train","64","3","ok","8.903"
"8","G64C4","train","64","4","ok","10.016"
"8","G7C1","fine_tune","7","1","ok","22.278"
"8","G7C2","fine_tune","7","2","ok","22.74"
"8","G7C3","test","7","3","ok","37.359"
"8","G7C4","test","7","4","ok","26.862"
"8","G8C1","train","8","1","ok","12.666"
"8","G8C2","train","8","2","ok","15.549"
"8","G8C3","train","8","3","ok","23.045"
"8","G8C4","train","8","4","ok","21.183"
"9","G1C1","fine_tune","1","1","ok","48.923"
"9","G1C4","test","1","4","ok","32.002"
"9","G10C1","train","10","1","ok","15.384"
"9","G10C2","train","10","2","ok","20.239"
"9","G10C3","train","10","3","ok","14.274"
"9","G10C4","train","10","4","ok","26.019"
"9","G12C1","train","12","1","ok","17.066"
"9","G12C2","train","12","2","ok","9.775"
"9","G12C3","train","12","3","ok","18.249"
"9","G12C4","train","12","4","ok","23.482"
"9","G13C1","train","13","1","ok","13.4"
"9","G13C2","train","13","2","ok","19.816"
"9","G13C3","train","13","3","ok","14.673"
"9","G13C4","train","13","4","ok","12.518"
"9","G16C1","train","16","1","ok","15.427"
"9","G16C2","train","16","2","ok","16.803"
"9","G16C3","train","16","3","ok","16.469"
"9","G16C4","train","16","4","ok","15.966"
"9","G17C1","train","17","1","ok","17.693"
"9","G17C2","train","17","2","ok","17.931"
"9","G17C3","train","17","3","ok","20.163"
"9","G17C4","train","17","4","ok","15.718"
"9","G18C2","fine_tune","18","2","ok","21.392"
"9","G18C3","fine_tune","18","3","ok","21.186"
"9","G18C4","test","18","4","ok","18.14"
"9","G19C1","train","19","1","ok","10.322"
"9","G19C2","train","19","2","ok","7.869"
"9","G19C3","train","19","3","ok","12.207"
"9","G2C1","fine_tune","2","1","ok","24.14"
"9","G2C2","fine_tune","2","2","ok","27.994"
"9","G2C3","test","2","3","ok","28.308"
"9","G2C4","test","2","4","ok","26.452"
"9","G20C3","train","20","3","ok","14.895"
"9","G20C4","train","20","4","ok","15.71"
"9","G21C1","train","21","1","ok","10.91"
"9","G21C2","train","21","2","ok","16.85"
"9","G21C3","train","21","3","ok","13.414"
"9","G21C4","train","21","4","ok","12.086"
"9","G22C1","train","22","1","ok","11.055"
"9","G22C3","train","22","3","ok","11.52"
"9","G23C1","train","23","1","ok","10.813"
"9","G23C2","train","23","2","ok","12.173"
"9","G23C3","train","23","3","ok","9.822"
"9","G23C4","train","23","4","ok","11.846"
"9","G24C1","train","24","1","ok","10.761"
"9","G24C2","train","24","2","ok","12.274"
"9","G24C4","train","24","4","ok","9.654"
"9","G25C1","train","25","1","ok","12.79"
"9","G25C2","train","25","2","ok","14.451"
"9","G25C3","train","25","3","ok","16.659"
"9","G25C4","train","25","4","ok","30.738"
"9","G26C1","fine_tune","26","1","ok","31.118"
"9","G26C2","test","26","2","ok","48.281"
"9","G26C4","test","26","4","ok","40.243"
"9","G27C1","train","27","1","ok","18.449"
"9","G27C2","train","27","2","ok","15.953"
"9","G27C3","train","27","3","ok","12.384"
"9","G27C4","train","27","4","ok","13.647"
"9","G28C1","train","28","1","ok","8.349"
"9","G28C2","train","28","2","ok","10.765"
"9","G28C3","train","28","3","ok","11.027"
"9","G29C1","train","29","1","ok","12.126"
"9","G29C2","train","29","2","ok","19.339"
"9","G29C3","train","29","3","ok","16.067"
"9","G29C4","train","29","4","ok","12.938"
"9","G3C1","fine_tune","3","1","ok","31.809"
"9","G3C2","fine_tune","3","2","ok","18.54"
"9","G3C3","test","3","3","ok","26.853"
"9","G3C4","test","3","4","ok","18.319"
"9","G30C1","train","30","1","ok","10.348"
"9","G30C2","train","30","2","ok","14.36"
"9","G30C3","train","30","3","ok","18.651"
"9","G30C4","train","30","4","ok","10.181"
"9","G31C1","train","31","1","ok","14.754"
"9","G31C2","train","31","2","ok","10.743"
"9","G31C3","train","31","3","ok","11.97"
"9","G31C4","train","31","4","ok","10.083"
"9","G32C1","train","32","1","ok","20.544"
"9","G32C2","train","32","2","ok","16.929"
"9","G32C3","train","32","3","ok","18.384"
"9","G32C4","train","32","4","ok","19.252"
"9","G33C1","train","33","1","ok","19.618"
"9","G33C2","train","33","2","ok","16.815"
"9","G33C3","train","33","3","ok","24.898"
"9","G33C4","train","33","4","ok","17.005"
"9","G34C1","fine_tune","34","1","ok","23.468"
"9","G34C2","fine_tune","34","2","ok","26.158"
"9","G34C3","test","34","3","ok","19.617"
"9","G34C4","test","34","4","ok","21.951"
"9","G35C1","train","35","1","ok","14.67"
"9","G35C3","train","35","3","ok","10.942"
"9","G35C4","train","35","4","ok","9.499"
"9","G36C1","train","36","1","ok","11.512"
"9","G36C2","train","36","2","ok","12.623"
"9","G36C3","train","36","3","ok","12.576"
"9","G37C1","train","37","1","ok","18.872"
"9","G37C2","train","37","2","ok","17.315"
"9","G37C3","train","37","3","ok","15.588"
"9","G37C4","train","37","4","ok","13.103"
"9","G38C1","train","38","1","ok","8.817"
"9","G38C3","train","38","3","ok","13.15"
"9","G38C4","train","38","4","ok","12.263"
"9","G39C1","train","39","1","ok","11.547"
"9","G39C2","train","39","2","ok","11.797"
"9","G39C3","train","39","3","ok","10.832"
"9","G39C4","train","39","4","ok","12.241"
"9","G4C1","fine_tune","4","1","ok","26.386"
"9","G4C2","fine_tune","4","2","ok","27.237"
"9","G4C3","test","4","3","ok","30.93"
"9","G4C4","test","4","4","ok","22.88"
"9","G40C1","fine_tune","40","1","ok","31.125"
"9","G40C2","fine_tune","40","2","ok","28.422"
"9","G40C3","test","40","3","ok","28.488"
"9","G40C4","test","40","4","ok","27.979"
"9","G41C1","train","41","1","ok","17.001"
"9","G41C2","train","41","2","ok","13.109"
"9","G41C3","train","41","3","ok","14.77"
"9","G41C4","train","41","4","ok","13.57"
"9","G42C1","fine_tune","42","1","ok","18.706"
"9","G42C2","fine_tune","42","2","ok","22.049"
"9","G42C3","test","42","3","ok","15.626"
"9","G42C4","test","42","4","ok","28.212"
"9","G43C1","fine_tune","43","1","ok","21.231"
"9","G43C2","fine_tune","43","2","ok","18.174"
"9","G43C3","test","43","3","ok","23.796"
"9","G43C4","test","43","4","ok","19.105"
"9","G44C1","fine_tune","44","1","ok","13.902"
"9","G44C2","fine_tune","44","2","ok","20.789"
"9","G44C3","test","44","3","ok","27.975"
"9","G44C4","test","44","4","ok","23.72"
"9","G45C1","train","45","1","ok","8.662"
"9","G45C3","train","45","3","ok","8.251"
"9","G45C4","train","45","4","ok","9.686"
"9","G46C1","train","46","1","ok","9.894"
"9","G46C2","train","46","2","ok","10.042"
"9","G46C4","train","46","4","ok","9.132"
"9","G47C1","train","47","1","ok","9.823"
"9","G47C2","train","47","2","ok","15.604"
"9","G47C3","train","47","3","ok","12.228"
"9","G47C4","train","47","4","ok","10.211"
"9","G48C1","train","48","1","ok","9.952"
"9","G48C2","train","48","2","ok","8.749"
"9","G48C3","train","48","3","ok","12.141"
"9","G49C1","fine_tune","49","1","ok","38.11"
"9","G49C2","test","49","2","ok","36.746"
"9","G49C3","test","49","3","ok","38.013"
"9","G49C4","test","49","4","ok","33.953"
"9","G5C1","train","5","1","ok","12.58"
"9","G5C2","train","5","2","ok","12.834"
"9","G5C3","train","5","3","ok","16.292"
"9","G50C1","fine_tune","50","1","ok","24.385"
"9","G50C2","fine_tune","50","2","ok","17.418"
"9","G50C3","test","50","3","ok","32.966"
"9","G50C4","test","50","4","ok","24.483"
"9","G51C1","train","51","1","ok","11.444"
"9","G51C2","train","51","2","ok","13.426"
"9","G51C3","train","51","3","ok","10.77"
"9","G51C4","train","51","4","ok","12.155"
"9","G52C1","train","52","1","ok","17.272"
"9","G52C2","train","52","2","ok","14.085"
"9","G52C3","train","52","3","ok","14.658"
"9","G52C4","train","52","4","ok","17.299"
"9","G53C4","train","53","4","ok","10.766"
"9","G54C1","fine_tune","54","1","ok","26.179"
"9","G54C2","fine_tune","54","2","ok","29.502"
"9","G54C3","test","54","3","ok","28.735"
"9","G54C4","test","54","4","ok","25.247"
"9","G55C1","train","55","1","ok","13.271"
"9","G55C2","train","55","2","ok","12.901"
"9","G55C3","train","55","3","ok","12.413"
"9","G55C4","train","55","4","ok","12.373"
"9","G56C1","train","56","1","ok","22.031"
"9","G56C2","train","56","2","ok","20.44"
"9","G56C3","train","56","3","ok","15.793"
"9","G56C4","train","56","4","ok","17.047"
"9","G57C3","fine_tune","57","3","ok","37.507"
"9","G58C1","train","58","1","ok","27.413"
"9","G58C2","train","58","2","ok","14.008"
"9","G58C3","train","58","3","ok","17.241"
"9","G58C4","train","58","4","ok","18.974"
"9","G59C1","fine_tune","59","1","ok","30.067"
"9","G59C2","fine_tune","59","2","ok","27.044"
"9","G59C3","test","59","3","ok","22.432"
"9","G59C4","test","59","4","ok","24.134"
"9","G6C1","fine_tune","6","1","ok","35.971"
"9","G6C2","test","6","2","ok","45.678"
"9","G6C4","test","6","4","ok","38.443"
"9","G60C1","train","60","1","ok","13.048"
"9","G60C2","train","60","2","ok","11.489"
"9","G60C3","train","60","3","ok","8.615"
"9","G60C4","train","60","4","ok","9.905"
"9","G61C2","train","61","2","ok","14.086"
"9","G61C4","train","61","4","ok","13.197"
"9","G62C1","train","62","1","ok","15.757"
"9","G62C2","train","62","2","ok","11.8"
"9","G62C3","train","62","3","ok","12.229"
"9","G63C3","train","63","3","ok","11.051"
"9","G63C4","train","63","4","ok","15.09"
"9","G64C4","train","64","4","ok","10.016"
"9","G7C1","fine_tune","7","1","ok","22.278"
"9","G7C2","fine_tune","7","2","ok","22.74"
"9","G7C3","test","7","3","ok","37.359"
"9","G7C4","test","7","4","ok","26.862"
"9","G8C1","train","8","1","ok","12.666"
"9","G8C2","train","8","2","ok","15.549"
"9","G8C3","train","8","3","ok","23.045"
"9","G8C4","train","8","4","ok","21.183"
"10","G1C1","fine_tune","1","1","ok","48.923"
"10","G1C4","test","1","4","ok","32.002"
"10","G10C1","train","10","1","ok","15.384"
"10","G10C2","train","10","2","ok","20.239"
"10","G10C3","train","10","3","ok","14.274"
"10","G10C4","train","10","4","ok","26.019"
"10","G12C1","train","12","1","ok","17.066"
"10","G12C3","train","12","3","ok","18.249"
"10","G12C4","train","12","4","ok","23.482"
"10","G13C1","train","13","1","ok","13.4"
"10","G13C2","train","13","2","ok","19.816"
"10","G13C3","train","13","3","ok","14.673"
"10","G13C4","train","13","4","ok","12.518"
"10","G16C1","train","16","1","ok","15.427"
"10","G16C2","train","16","2","ok","16.803"
"10","G16C3","train","16","3","ok","16.469"
"10","G16C4","train","16","4","ok","15.966"
"10","G17C1","train","17","1","ok","17.693"
"10","G17C2","train","17","2","ok","17.931"
"10","G17C3","train","17","3","ok","20.163"
"10","G17C4","train","17","4","ok","15.718"
"10","G18C2","fine_tune","18","2","ok","21.392"
"10","G18C3","fine_tune","18","3","ok","21.186"
"10","G18C4","test","18","4","ok","18.14"
"10","G19C1","train","19","1","ok","10.322"
"10","G19C3","train","19","3","ok","12.207"
"10","G2C1","fine_tune","2","1","ok","24.14"
"10","G2C2","fine_tune","2","2","ok","27.994"
"10","G2C3","test","2","3","ok","28.308"
"10","G2C4","test","2","4","ok","26.452"
"10","G20C3","train","20","3","ok","14.895"
"10","G20C4","train","20","4","ok","15.71"
"10","G21C2","train","21","2","ok","16.85"
"10","G21C3","train","21","3","ok","13.414"
"10","G21C4","train","21","4","ok","12.086"
"10","G22C3","train","22","3","ok","11.52"
"10","G23C1","train","23","1","ok","10.813"
"10","G23C2","train","23","2","ok","12.173"
"10","G23C3","train","23","3","ok","9.822"
"10","G23C4","train","23","4","ok","11.846"
"10","G24C1","train","24","1","ok","10.761"
"10","G24C2","train","24","2","ok","12.274"
"10","G24C4","train","24","4","ok","9.654"
"10","G25C1","train","25","1","ok","12.79"
"10","G25C2","train","25","2","ok","14.451"
"10","G25C3","train","25","3","ok","16.659"
"10","G25C4","train","25","4","ok","30.738"
"10","G26C1","fine_tune","26","1","ok","31.118"
"10","G26C2","test","26","2","ok","48.281"
"10","G26C4","test","26","4","ok","40.243"
"10","G27C1","train","27","1","ok","18.449"
"10","G27C2","train","27","2","ok","15.953"
"10","G27C3","train","27","3","ok","12.384"
"10","G27C4","train","27","4","ok","13.647"
"10","G28C2","train","28","2","ok","10.765"
"10","G28C3","train","28","3","ok","11.027"
"10","G29C1","train","29","1","ok","12.126"
"10","G29C2","train","29","2","ok","19.339"
"10","G29C3","train","29","3","ok","16.067"
"10","G29C4","train","29","4","ok","12.938"
"10","G3C1","fine_tune","3","1","ok","31.809"
"10","G3C2","fine_tune","3","2","ok","18.54"
"10","G3C3","test","3","3","ok","26.853"
"10","G3C4","test","3","4","ok","18.319"
"10","G30C2","train","30","2","ok","14.36"
"10","G30C3","train","30","3","ok","18.651"
"10","G30C4","train","30","4","ok","10.181"
"10","G31C1","train","31","1","ok","14.754"
"10","G31C2","train","31","2","ok","10.743"
"10","G31C3","train","31","3","ok","11.97"
"10","G32C1","train","32","1","ok","20.544"
"10","G32C2","train","32","2","ok","16.929"
"10","G32C3","train","32","3","ok","18.384"
"10","G32C4","train","32","4","ok","19.252"
"10","G33C1","train","33","1","ok","19.618"
"10","G33C2","train","33","2","ok","16.815"
"10","G33C3","train","33","3","ok","24.898"
"10","G33C4","train","33","4","ok","17.005"
"10","G34C1","fine_tune","34","1","ok","23.468"
"10","G34C2","fine_tune","34","2","ok","26.158"
"10","G34C3","test","34","3","ok","19.617"
"10","G34C4","test","34","4","ok","21.951"
"10","G35C1","train","35","1","ok","14.67"
"10","G35C3","train","35","3","ok","10.942"
"10","G36C1","train","36","1","ok","11.512"
"10","G36C2","train","36","2","ok","12.623"
"10","G36C3","train","36","3","ok","12.576"
"10","G37C1","train","37","1","ok","18.872"
"10","G37C2","train","37","2","ok","17.315"
"10","G37C3","train","37","3","ok","15.588"
"10","G37C4","train","37","4","ok","13.103"
"10","G38C3","train","38","3","ok","13.15"
"10","G38C4","train","38","4","ok","12.263"
"10","G39C1","train","39","1","ok","11.547"
"10","G39C2","train","39","2","ok","11.797"
"10","G39C3","train","39","3","ok","10.832"
"10","G39C4","train","39","4","ok","12.241"
"10","G4C1","fine_tune","4","1","ok","26.386"
"10","G4C2","fine_tune","4","2","ok","27.237"
"10","G4C3","test","4","3","ok","30.93"
"10","G4C4","test","4","4","ok","22.88"
"10","G40C1","fine_tune","40","1","ok","31.125"
"10","G40C2","test","40","2","ok","28.422"
"10","G40C3","test","40","3","ok","28.488"
"10","G40C4","test","40","4","ok","27.979"
"10","G41C1","train","41","1","ok","17.001"
"10","G41C2","train","41","2","ok","13.109"
"10","G41C3","train","41","3","ok","14.77"
"10","G41C4","train","41","4","ok","13.57"
"10","G42C1","fine_tune","42","1","ok","18.706"
"10","G42C2","fine_tune","42","2","ok","22.049"
"10","G42C3","test","42","3","ok","15.626"
"10","G42C4","test","42","4","ok","28.212"
"10","G43C1","fine_tune","43","1","ok","21.231"
"10","G43C2","fine_tune","43","2","ok","18.174"
"10","G43C3","test","43","3","ok","23.796"
"10","G43C4","test","43","4","ok","19.105"
"10","G44C1","fine_tune","44","1","ok","13.902"
"10","G44C2","fine_tune","44","2","ok","20.789"
"10","G44C3","test","44","3","ok","27.975"
"10","G44C4","test","44","4","ok","23.72"
"10","G45C4","train","45","4","ok","9.686"
"10","G46C1","train","46","1","ok","9.894"
"10","G46C2","train","46","2","ok","10.042"
"10","G47C1","train","47","1","ok","9.823"
"10","G47C2","train","47","2","ok","15.604"
"10","G47C3","train","47","3","ok","12.228"
